predictor,normalization,k,scope,checkpoint,n,spearman_r,spearman_p,pearson_r,pearson_p,layer
drop_over_recovery_signed_ratio,overall_margin_str,0,per_ckpt,all,72,0.434,0.03,0.1495,0.3776,layer_31
drop_over_recovery_signed_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0095,0.972,-0.0584,0.7333,layer_31
drop_over_recovery_signed_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0092,0.964,0.0374,0.8162,layer_31
drop_over_recovery_signed_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.045,0.8472,-0.0545,0.7483,layer_31
drop_over_recovery_log_ratio,accuracy_majority,0,per_ckpt,all,72,-0.01,0.973,-0.0053,0.986,layer_31
drop_over_recovery_log_ratio,overall_score,0,per_ckpt,all,72,0.2313,0.2328,0.2082,0.2977,layer_31
drop_over_recovery_log_ratio,transfer_score,0,per_ckpt,all,72,0.1772,0.3367,0.178,0.3487,layer_31
drop_over_recovery_log_ratio,transfer_score_str,0,per_ckpt,all,72,0.2545,0.1548,0.3136,0.0889,layer_31
drop_over_recovery_log_ratio,overall_score_str,0,per_ckpt,all,72,0.2857,0.1239,0.2339,0.2637,layer_31
drop_over_recovery_log_ratio,transfer_margin_str,0,per_ckpt,all,72,0.2349,0.3896,0.213,0.4605,layer_31
drop_over_recovery_log_ratio,overall_margin_str,0,per_ckpt,all,72,0.434,0.03,0.3922,0.0799,layer_31
drop_over_recovery_log_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0095,0.972,-0.0017,0.993,layer_31
drop_over_recovery_log_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0092,0.964,0.0125,0.957,layer_31
drop_over_recovery_log_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.045,0.8472,-0.0358,0.8881,layer_31
